    Fid,Gender,Age,AttendanceRate,GPA,Major,University,Studentname,Institution_Type,Year
10.42.0.211-106.11.30.199-37183-80-6,Male,22,69.78,2.52,Arts,"Stanford University, USA",Mark Wolfgram,Public,2023
205.185.216.42-10.42.0.151-80-53356-6,Male,21,80.31,3.09,Engineering,"Stanford University, USA",Charles Wiggins,Public,2023
180.163.251.231-10.42.0.42-80-52078-6,Male,24,79.89,3.27,Business,"Harvard University, USA",Harvey Brown,Public,2023
10.42.0.42-106.11.94.6-51069-443-6,Male,23,89.65,2.44,Arts,"University of Oxford, UK",Lucille Moore,Private,2023
10.42.0.211-104.254.66.16-49779-80-6,Male,19,82.75,3.96,Engineering,"Harvard University, USA",Brenda Kelly,Private,2023
172.217.12.163-10.42.0.211-443-42349-6,FeMale,22,99.61,3.5,Education,"Massachusetts Institute of Technology (MIT), USA",Bob Macy,Private,2023
10.42.0.211-10.42.0.1-55230-53-17,Male,20,64.19,3.12,Education,"University of Oxford, UK",Geraldine Hutson,Private,2023
172.217.3.106-10.42.0.211-443-48894-6,Male,19,67.96,2.36,Education,"Harvard University, USA",Cruz Ceballos,Public,2023
10.42.0.255-10.42.0.1-8612-8612-17,FeMale,20,69.19,2.11,Education,"Harvard University, USA",Cody Paradis,Public,2023
10.42.0.211-118.242.24.59-37960-18013-6,FeMale,24,73.29,2.64,Science,"Stanford University, USA",Frank Burns,Private,2023
202.77.129.161-10.42.0.42-80-43022-6,FeMale,18,91.8,3.51,Business,"Stanford University, USA",Leeanna Drake,Private,2023
10.42.0.42-104.254.66.16-40922-80-6,Male,19,61.79,2.54,Business,"Stanford University, USA",Melinda Beauchamp,Private,2023
10.42.0.42-14.29.93.243-52858-80-6,Male,22,88.8,3.08,Science,"Stanford University, USA",Robert Crocker,Public,2023
10.42.0.1-10.42.0.42-53-38209-17,Male,19,70.27,3.46,Arts,"Stanford University, USA",Edward Peterson,Private,2023
10.42.0.151-106.39.169.66-42738-80-6,FeMale,19,80.09,2.22,Arts,"Harvard University, USA",Evelyn Egleston,Public,2023
10.42.0.211-47.88.68.21-38595-443-6,Male,19,81.63,3.37,Education,"Stanford University, USA",Alice Kelley,Private,2023
180.163.15.184-10.42.0.151-80-58229-6,Male,23,68.64,2.18,Engineering,"Stanford University, USA",Marcia King,Public,2023
10.42.0.42-64.71.142.95-48476-443-6,Male,19,75.63,3.93,Arts,"Harvard University, USA",Patsy Fullard,Private,2023
172.217.11.3-10.42.0.151-443-37881-6,Male,20,70.65,2.98,Engineering,"Harvard University, USA",Jose Valentine,Private,2023
203.205.191.22-10.42.0.151-80-41128-6,Male,18,53.46,2.3,Business,"University of Oxford, UK",Amanda Singletary,Private,2023
157.55.130.144-10.42.0.151-40019-43477-17,Male,24,71.86,2.68,Engineering,"Stanford University, USA",Isabell Patterson,Private,2023
239.255.255.250-10.42.0.1-1900-36787-17,Male,21,54.87,2.83,Business,"Massachusetts Institute of Technology (MIT), USA",Anton Crawley,Public,2023
157.240.18.10-10.42.0.151-443-51130-6,Male,19,70.25,3.52,Science,"Harvard University, USA",Tracy Rivera,Private,2023
10.42.0.151-10.42.0.1-43620-53-17,Male,22,79.65,3.49,Science,"Harvard University, USA",Laura Nixon,Public,2023
184.169.166.225-10.42.0.211-443-47386-6,Male,19,78.97,3.22,Education,"Harvard University, USA",Marjorie Caruthers,Public,2023
10.42.0.211-103.7.30.118-57949-80-6,FeMale,22,83.13,2.21,Arts,"Stanford University, USA",Helen Rush,Private,2023
10.42.0.1-10.42.0.42-53-5431-17,Male,20,54.76,2.3,Education,"Stanford University, USA",Margaret Evans,Private,2023
203.205.158.62-10.42.0.151-80-42633-6,Male,22,82.61,2.19,Business,"Harvard University, USA",Cornelia Jacob,Private,2023
10.42.0.211-106.39.169.66-49283-80-6,Male,21,65.61,3.15,Education,"Harvard University, USA",Jody Burks,Public,2023
173.241.242.143-10.42.0.211-443-57341-6,FeMale,18,69.95,3.75,Engineering,"Harvard University, USA",Kermit Kight,Private,2023
151.101.21.140-10.42.0.211-443-57988-6,Male,22,92.9,2.87,Business,"University of Oxford, UK",Alan Dawson,Private,2023
10.42.0.211-10.42.0.1-19962-53-17,Male,22,50.45,2.32,Science,"Stanford University, USA",Matthew Clark,Private,2023
172.217.12.174-10.42.0.151-443-34738-6,Male,18,79.42,3.12,Arts,"Harvard University, USA",Joel Baskett,Private,2023
180.163.255.159-10.42.0.211-443-52184-6,FeMale,21,79.94,3.62,Business,"Stanford University, USA",Ann Jacobs,Private,2023
10.42.0.211-10.42.0.1-47584-53-17,Male,19,69.83,3.48,Business,"University of Cambridge, UK",Richard Marchese,Private,2023
10.42.0.211-10.42.0.1-41779-53-17,Male,22,61.85,3.76,Engineering,"Harvard University, USA",Anna Slavin,Private,2023
10.42.0.42-106.11.129.143-52553-80-6,Male,18,61.73,2.56,Arts,"Harvard University, USA",Kathy Downin,Private,2023
10.42.0.211-10.42.0.1-42779-53-17,Male,20,94.19,2.39,Science,"Stanford University, USA",Candace Mcallen,Public,2023
182.22.120.245-10.42.0.211-443-48493-6,Male,18,72.1,3.76,Business,"Harvard University, USA",Michael Davies,Private,2023
151.101.129.140-10.42.0.151-443-57670-6,Male,20,66.54,3.32,Business,"Stanford University, USA",Darrin Melton,Private,2023
10.42.0.151-10.42.0.1-57803-53-17,FeMale,21,72.44,2.62,Engineering,"Harvard University, USA",Marie Tharp,Public,2023
10.42.0.42-13.107.254.128-52846-443-6,Male,19,83.47,3.48,Education,"Stanford University, USA",Lorraine Young,Private,2023
10.42.0.211-47.88.66.107-48465-80-6,FeMale,18,57.29,3.63,Science,"Harvard University, USA",Courtney Shetler,Private,2023
151.101.118.2-10.42.0.42-443-52260-6,Male,24,72.47,3.23,Arts,"Harvard University, USA",Anthony Rozek,Private,2023
162.208.22.39-10.42.0.211-443-58915-6,Male,24,79.39,3.38,Business,"Stanford University, USA",Stephen Reed,Private,2023
172.217.10.106-10.42.0.42-443-41427-6,FeMale,23,97.43,2.75,Business,"Harvard University, USA",Mary Bell,Public,2023
10.42.0.211-123.125.29.138-52978-80-6,Male,22,62.63,3.08,Science,"Harvard University, USA",Eugene Vierk,Public,2023
172.217.9.238-10.42.0.151-443-49398-6,FeMale,21,67.96,3.05,Education,"Massachusetts Institute of Technology (MIT), USA",Tyler Ross,Private,2023
10.42.0.211-66.198.24.250-57455-80-6,Male,18,68.97,3.7,Business,"University of Oxford, UK",Shaun Worth,Private,2023
174.35.73.199-10.42.0.211-80-41845-6,FeMale,24,80.28,3.68,Science,"Harvard University, USA",Caroline Larson,Private,2023
10.42.0.211-23.23.129.231-33036-443-6,Male,22,67.84,3.67,Engineering,"Harvard University, USA",Zane Taylor,Private,2023
10.42.0.211-52.52.43.76-44578-443-6,Male,24,76.68,2.02,Education,"Harvard University, USA",Antonio Bell,Public,2023
10.42.0.211-10.42.0.1-12092-53-17,Male,18,89.09,3.5,Arts,"Massachusetts Institute of Technology (MIT), USA",Jason Williams,Public,2023
10.42.0.1-10.42.0.42-53-33857-17,Male,20,85.27,3.52,Business,"Massachusetts Institute of Technology (MIT), USA",Blake Mchaney,Private,2023
172.217.11.10-10.42.0.211-443-44590-6,Male,18,72.32,3.36,Science,"Harvard University, USA",Danny Tyler,Private,2023
10.42.0.151-23.206.162.129-34285-80-6,Male,23,93.21,3.51,Engineering,"California Institute of Technology (Caltech), USA",Charles Guignard,Private,2023
239.255.255.250-10.42.0.1-1900-55836-17,FeMale,18,77.91,3.68,Arts,"Harvard University, USA",Lynne Unga,Private,2023
10.42.0.211-121.12.98.63-47424-80-6,Male,18,77,2.94,Science,"Harvard University, USA",Susan Keenan,Public,2023
10.42.0.211-123.59.190.251-44440-80-6,Male,23,51.71,3,Science,"Harvard University, USA",Tonya Jin,Public,2023
169.47.42.235-10.42.0.42-443-49483-6,Male,21,99.33,2.25,Arts,"University of Oxford, UK",Shawn Lange,Private,2023
157.240.18.15-10.42.0.42-443-37842-6,FeMale,18,56.15,2.77,Engineering,"Harvard University, USA",Norma Brown,Public,2023
10.42.0.211-10.42.0.1-61966-53-17,Male,23,61.56,3.29,Engineering,"Harvard University, USA",Denisha Nadeau,Private,2023
198.11.132.53-10.42.0.211-80-53801-6,Male,22,52.58,3.56,Education,"California Institute of Technology (Caltech), USA",Roberto Grant,Public,2023
172.217.12.174-10.42.0.151-443-54508-6,Male,20,82,2.43,Business,"Imperial College London, UK",Mary Keenan,Private,2023
10.42.0.211-104.254.66.16-50544-80-6,Male,20,61.24,2.28,Arts,"University of Oxford, UK",Adam Parker,Private,2023
216.58.217.67-10.42.0.211-80-43802-6,Male,18,59,3.33,Arts,"Harvard University, USA",Gene Zelechowski,Private,2023
10.42.0.42-104.254.66.16-38146-80-6,FeMale,21,54.43,2,Arts,"Harvard University, USA",Frances Eagen,Private,2023
172.217.10.110-10.42.0.151-443-37859-6,Male,21,55.17,2.36,Engineering,"Stanford University, USA",Anna Busch,Public,2023
172.217.10.67-10.42.0.211-443-39767-6,Male,22,79.23,2.06,Business,"Stanford University, USA",Ruth Reynolds,Private,2023
10.42.0.151-106.39.169.66-43568-80-6,Male,18,84.41,2.33,Education,"Harvard University, USA",Amanda Lapage,Private,2023
10.42.0.151-123.125.46.11-46460-80-6,Male,20,69.87,2.36,Science,"University of Oxford, UK",Tina Wallace,Private,2023
10.42.0.211-10.42.0.1-11283-53-17,Male,21,73.99,2.78,Science,"Harvard University, USA",Brian Shannon,Private,2023
172.217.10.110-10.42.0.151-443-36453-6,Male,18,84.3,2.8,Arts,"Massachusetts Institute of Technology (MIT), USA",Kisha Krueger,Private,2023
10.42.0.151-10.42.0.1-25395-53-17,Male,24,50.87,3.75,Business,"University of Oxford, UK",Carolyn Phillis,Private,2023
203.205.158.63-10.42.0.151-80-56718-6,Male,21,66.16,3.02,Engineering,"Harvard University, USA",Jeremy Brannon,Public,2023
172.217.3.99-10.42.0.151-443-40689-6,Male,23,98.65,3.45,Business,"Harvard University, USA",Angela Adams,Private,2023
174.35.73.93-10.42.0.211-443-35571-6,FeMale,24,79.01,2.21,Business,"Stanford University, USA",Lee Abernathy,Private,2023
10.42.0.1-10.42.0.42-53-26432-17,Male,21,62.71,2.45,Engineering,"Stanford University, USA",Michelle Brockway,Public,2023
172.217.12.174-10.42.0.151-443-54508-6,FeMale,20,76.09,3.41,Arts,"Stanford University, USA",Robert Compton,Private,2023
10.42.0.211-119.146.74.33-47234-443-6,FeMale,19,67.13,2.11,Business,"Stanford University, USA",Alexis Koch,Public,2023
203.205.158.52-10.42.0.42-80-47428-6,Male,24,76.61,2.97,Science,"Stanford University, USA",Blanche Terry,Public,2023
180.149.136.247-10.42.0.211-80-59045-6,Male,22,56.29,3.2,Engineering,"Harvard University, USA",Thomas Pullen,Private,2023
10.42.0.151-23.192.21.115-37392-443-6,Male,22,56.64,3.2,Education,"Stanford University, USA",Dirk Tortora,Private,2023
192.229.163.180-10.42.0.211-443-37024-6,Male,20,57.18,2.05,Arts,"Stanford University, USA",Lisa Henderson,Public,2023
180.76.147.76-10.42.0.211-80-37284-6,Male,21,96.99,2.64,Engineering,"Harvard University, USA",Jesse Hisle,Private,2023
202.77.129.150-10.42.0.211-80-34468-6,Male,18,81.86,2.49,Education,"Harvard University, USA",Nathaniel Savage,Public,2023
10.42.0.211-10.42.0.1-35245-53-17,Male,21,99.03,2.95,Education,"University of Oxford, UK",Audrey Maxwell,Public,2023
10.42.0.211-47.88.68.21-38595-443-6,FeMale,20,95.17,2.79,Business,"Stanford University, USA",Joseph Lam,Private,2023
10.42.0.42-104.193.88.109-53640-80-6,Male,22,82.33,3.1,Business,"Massachusetts Institute of Technology (MIT), USA",Kyle Summers,Private,2023
10.42.0.211-125.39.133.40-45695-80-6,Male,21,84.66,3.49,Business,"Harvard University, USA",Sandra Gosselin,Private,2023
10.42.0.211-23.21.150.201-58997-443-6,FeMale,22,52.58,3.43,Engineering,"Harvard University, USA",Donald Chauarria,Private,2023
10.42.0.151-10.42.0.1-1637-53-17,FeMale,24,83.5,3.04,Engineering,"Harvard University, USA",Harriet Sanchez,Public,2023
172.217.8.4-10.42.0.211-443-58673-6,Male,18,52.21,3.64,Arts,"Stanford University, USA",Laquita Parker,Public,2023
10.42.0.211-10.42.0.1-47619-53-17,Male,24,79.41,2.86,Business,"Stanford University, USA",Jo Mazon,Public,2023
10.42.0.211-10.42.0.1-48917-53-17,Male,22,99.97,3.79,Education,"Harvard University, USA",Kathleen Simons,Private,2023
10.42.0.211-31.13.80.52-42522-443-6,Male,22,77.79,2.14,Science,"Harvard University, USA",Mark Chiasson,Private,2023
10.42.0.211-10.42.0.1-30870-53-17,Male,19,73.66,3.91,Arts,"Harvard University, USA",Daniel Hall,Public,2023
180.149.138.197-10.42.0.211-80-50567-6,Male,19,65.64,3.31,Engineering,"University of Oxford, UK",Leo Hale,Private,2023
182.254.5.234-10.42.0.211-80-56473-6,Male,24,56.03,2.76,Arts,"Stanford University, USA",Willard Hartis,Private,2023
10.42.0.211-119.146.74.34-46249-80-6,Male,23,86.55,2.39,Arts,"Harvard University, USA",Rex Ware,Private,2023
10.42.0.151-125.39.133.40-34935-80-6,Male,24,59.63,2.96,Arts,"Stanford University, USA",Larry Sharp,Private,2023
172.217.6.234-10.42.0.42-443-45539-6,Male,19,55.76,2.39,Arts,"University of Cambridge, UK",Michael Bolyard,Private,2023
10.42.0.151-72.21.207.148-35457-443-6,Male,22,71.09,2.33,Science,"Harvard University, USA",James Gilmore,Public,2023
180.149.153.234-10.42.0.211-80-57420-6,FeMale,20,89.77,3.23,Business,"Harvard University, USA",Ann Browning,Private,2023
10.42.0.211-10.42.0.1-55980-53-17,Male,24,87.25,3.05,Education,"Stanford University, USA",Kenneth Baird,Private,2023
180.149.134.221-10.42.0.211-80-41337-6,Male,22,52.74,3.34,Arts,"Harvard University, USA",Elaine Martinez,Private,2023
10.42.0.1-10.42.0.42-53-9223-17,Male,20,72.76,3.86,Arts,"Stanford University, USA",Leola Rufi,Public,2023
10.42.0.42-104.244.43.163-59118-443-6,FeMale,20,76.12,3.06,Arts,"Harvard University, USA",Steven Brewer,Public,2023
10.42.0.1-10.42.0.42-53-32175-17,Male,19,82.23,3.16,Business,"Harvard University, USA",Robert Mcnelis,Public,2023
172.217.10.142-10.42.0.211-80-56708-6,Male,24,82.51,2.18,Engineering,"Stanford University, USA",Sheldon Beasley,Public,2023
10.42.0.211-10.42.0.1-18879-53-17,Male,21,68.23,3.44,Engineering,"Stanford University, USA",Matthew Davenport,Private,2023
172.217.10.142-10.42.0.211-443-37278-6,Male,18,78.03,2.8,Science,"Harvard University, USA",Charlotte Proffitt,Public,2023
219.142.78.162-10.42.0.211-443-35568-6,Male,19,74.05,3.95,Engineering,"Harvard University, USA",Melanie Blume,Public,2023
151.101.21.140-10.42.0.211-80-37656-6,FeMale,19,94.25,3.65,Arts,"University of Oxford, UK",Joe Speaks,Private,2023
203.130.53.126-10.42.0.42-80-33323-6,Male,21,76.51,3.04,Arts,"Stanford University, USA",Mary Hicks,Private,2023
192.229.173.173-10.42.0.211-80-44238-6,Male,18,72.05,2.25,Arts,"Massachusetts Institute of Technology (MIT), USA",Mozelle Chestnut,Public,2023
10.42.0.211-64.71.142.110-42468-443-6,FeMale,22,70.22,3.72,Science,"Harvard University, USA",Jason Marshall,Public,2023
172.217.9.234-10.42.0.211-443-44773-6,FeMale,23,78.62,3.6,Arts,"Harvard University, USA",Joseph Elliott,Private,2023
172.217.10.234-10.42.0.211-443-56196-6,Male,24,90.2,2.37,Engineering,"Harvard University, USA",Marcy Mccain,Public,2023
10.42.0.151-31.13.71.3-52362-443-6,Male,23,76.92,2.59,Business,"Stanford University, USA",Israel Blanchard,Private,2023
10.42.0.211-103.43.91.18-56406-443-6,Male,22,83.08,3.59,Business,"Stanford University, USA",Thomas Leblanc,Private,2023
10.42.0.42-104.192.110.245-41840-80-6,Male,19,86.89,2.37,Education,"Harvard University, USA",Cathy Mitchell,Private,2023
203.205.158.61-10.42.0.42-80-53996-6,Male,18,76.01,3.84,Engineering,"Harvard University, USA",David Prior,Private,2023
10.42.0.42-88.212.201.195-54591-443-6,Male,19,71.34,2.85,Arts,"Harvard University, USA",Ruth Strain,Private,2023
10.42.0.211-64.71.142.96-60181-443-6,Male,20,93.83,2.17,Business,"University of Oxford, UK",Barbara Balmes,Private,2023
209.10.120.26-10.42.0.211-80-50692-6,FeMale,19,70.88,3.63,Engineering,"Stanford University, USA",Richard Rodriguez,Private,2023
10.42.0.211-64.71.142.110-44368-443-6,FeMale,19,73.1,2.75,Business,"Harvard University, USA",Richard Grosso,Private,2023
10.42.0.151-23.74.67.241-40245-80-6,Male,22,99.52,3.05,Arts,"Stanford University, USA",James Strackbein,Public,2023
169.54.129.41-10.42.0.151-443-32814-6,Male,22,50.01,2.22,Business,"University of Cambridge, UK",Joseph Vincent,Private,2023
172.217.11.10-10.42.0.151-443-50647-6,Male,22,59.27,2.01,Education,"Harvard University, USA",Jacquelyn Malinowski,Private,2023
10.42.0.1-10.42.0.42-53-19950-17,Male,23,69.2,3.28,Education,"Harvard University, USA",Marcus Blaise,Private,2023
172.217.10.110-10.42.0.151-443-38429-17,Male,20,96.63,3.03,Business,"Stanford University, USA",Lois Martin,Public,2023
203.205.158.61-10.42.0.211-80-59889-6,FeMale,22,53.5,3.19,Engineering,"Harvard University, USA",Marilyn Wagner,Private,2023
10.42.0.211-10.42.0.1-29598-53-17,Male,18,50.47,3.59,Engineering,"Massachusetts Institute of Technology (MIT), USA",Scott Nicola,Public,2023
172.217.6.238-10.42.0.151-443-47981-6,Male,23,52.63,3.29,Engineering,"Harvard University, USA",Wendy Schmitz,Private,2023
